Tot_ED_NmbVsts,EDStations,Visits_Per_Station,LICENSED_BED_SIZE,Category,HospitalOwnership,UrbanRuralDesi,TEACHINGDesignation,PrimaryCareShortageArea,MentalHealthShortageArea,Overburdened,Overburden_Prob
65082.0,59.0,1103.0845587992274,200-299,Pneumonia,Government,Urban,Non-Teaching,No,No,0,0.0033333333333333335
29479.0,30.0,982.633005788998,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.04416194407445957
42180.666666666664,39.0,1081.5552782336893,300-499,Pneumonia,Government,Urban,Non-Teaching,No,No,0,0.030811610166007183
28620.0,17.0,1683.5284214538697,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
37801.333333333336,18.0,2100.0729073669036,100-149,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,1,0.9880841218022792
31745.0,22.0,1442.9538895664139,100-149,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.04759523447527358
110997.0,80.0,1387.4623265672092,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
66977.0,40.0,1674.4245813938546,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.013333333333333334
24025.0,14.0,1716.070202806998,50-99,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,No,0,0.023333333333333334
9708.5,5.0,1941.696116607767,100-149,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.8166666666666667
8570.0,14.0,612.1424198982716,100-149,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.14333333333333334
55911.0,49.0,1141.0405834611054,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.0
10039.0,8.0,1254.8734314082108,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.4872420297035933
41025.0,30.0,1367.4995441668186,100-149,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.3558240035826243
46164.333333333336,44.0,1049.1891554873132,500+,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
63404.333333333336,52.0,1219.3138680806665,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.24666666666666667
50722.333333333336,32.0,1585.072421331535,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.02951770686488103
16929.333333333332,12.0,1410.7766021306093,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.03193659850089322
63958.666666666664,36.0,1776.629136121536,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,1,0.8466666666666667
16776.666666666668,12.0,1398.0543905102302,100-149,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.07333333333333333
55450.333333333336,59.0,939.8359988978533,300-499,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.05333333333333334
7588.5,9.0,843.1657298158558,100-149,Pneumonia,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.006666666666666667
80788.66666666667,73.0,1106.693912325035,500+,Pneumonia,Nonprofit,Urban,Teaching,Yes,No,0,0.016666666666666666
35672.666666666664,10.0,3567.263099403567,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.49453060907918805
57338.0,48.0,1194.5414178038711,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.006666666666666667
47511.333333333336,21.0,2262.4433670904605,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9666666666666667
5907.0,4.333333333333333,1363.1507004214607,1-49,Pneumonia,Investor Owned,Frontier,Non-Teaching,Yes,Yes,0,0.0
10314.0,8.0,1289.2483884395144,1-49,Pneumonia,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.007098245468289995
28371.0,20.0,1418.5492907253547,100-149,Pneumonia,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.016666666666666666
39829.0,16.0,2489.31094418066,100-149,Pneumonia,Government,Rural,Non-Teaching,Yes,Yes,1,0.9633333333333334
7991.666666666667,7.666666666666667,1042.3899447087679,1-49,Pneumonia,Government,Rural,Non-Teaching,No,No,0,0.01582400358262427
1610.0,2.0,804.9959750201249,1-49,Pneumonia,Government,Frontier,Non-Teaching,Yes,No,0,0.0
28485.0,10.0,2848.4971515028487,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.9833333333333333
6546.333333333333,8.0,818.290643803362,100-149,Pneumonia,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0
64106.0,42.666666666666664,1502.484022855307,100-149,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.07951770686488102
15535.666666666666,12.0,1294.6378100240472,50-99,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.3233333333333333
20035.333333333332,13.0,1541.1783016577167,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.014839124797559016
88985.33333333333,40.666666666666664,2188.163396353263,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.9933333333333333
18720.666666666668,8.0,2340.080408232823,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.4872420297035933
18771.0,12.0,1564.2486964594198,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.010663128380183287
10002.666666666666,8.0,1250.3317704186202,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.4872420297035933
14433.0,8.0,1804.122744846569,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,1,0.44272218725718954
102466.66666666667,42.666666666666664,2401.561937133921,300-499,Pneumonia,Government,Urban,Non-Teaching,No,Yes,1,0.94
36011.0,26.0,1385.0379288315658,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
12317.0,17.0,724.528985571185,300-499,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.04632884500299222
57101.0,35.0,1631.4566767266635,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.5833422343122079
34882.0,50.5,690.7325364886066,300-499,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.0033333333333333335
65446.0,41.0,1596.2435131113382,300-499,Pneumonia,Nonprofit,Urban,Teaching,Yes,No,0,0.0
29986.333333333332,14.0,2141.879422467079,50-99,Pneumonia,Investor Owned,Urban,Non-Teaching,No,Yes,1,0.9933333333333333
3751.5,4.0,937.8726553183618,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.016666666666666666
20267.0,12.0,1688.915259237284,200-299,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.10666666666666667
33361.5,14.0,2382.9625835981547,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,1,0.81
46487.666666666664,30.666666666666668,1515.9016795972782,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.24
9859.5,8.0,1232.4359594550508,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.023333333333333334
6710.333333333333,9.0,745.591764157299,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.11906622137119051
16033.333333333334,21.0,763.4916999245874,200-299,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.0033333333333333335
39767.5,37.0,1074.7970068116197,500+,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.01249067024929094
18635.5,9.0,2070.608810434655,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,No,1,0.9337290729806795
79359.66666666667,32.0,2479.9888083368305,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,1,0.5922787804827291
68964.66666666667,30.0,2298.8214559484036,500+,Pneumonia,Nonprofit,Urban,Non-Teaching,Yes,No,1,0.9866666666666667
53635.333333333336,57.0,940.9705951513575,300-499,Pneumonia,Nonprofit,Urban,Teaching,Yes,No,0,0.0
62426.5,49.5,1261.1411593654223,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,Yes,No,0,0.10666666666666667
61938.666666666664,41.0,1510.6988185287432,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.006666666666666667
79005.0,53.0,1490.6600961018685,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.6892778680926207
40703.0,29.0,1403.5512401547448,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
32344.666666666668,18.0,1796.9249276342996,100-149,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,1,0.9880841218022792
36378.0,15.0,2425.198383201078,200-299,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,1,0.8366666666666667
29577.0,10.666666666666666,2772.841150461422,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,No,1,0.4666666666666667
72059.5,64.0,1125.9295115735138,300-499,Pneumonia,Nonprofit,Urban,Teaching,No,No,0,0.0
35037.666666666664,29.0,1208.19498567989,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
16074.666666666666,5.666666666666667,2836.700876410218,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,1,0.9050504505280166
54946.0,55.5,990.0178396364253,500+,Pneumonia,Nonprofit,Urban,Teaching,No,No,0,0.0
47234.0,37.0,1276.5942495691215,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.09640285048665902
4946.5,4.0,1236.621908445229,50-99,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.006666666666666667
6297.5,7.0,899.6415719406116,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.38947004247851796
77714.0,71.0,1094.5632261178555,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
57211.0,61.0,937.8850921499849,500+,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.006666666666666667
12230.666666666666,8.0,1528.8314222940555,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.44272218725718954
32363.666666666668,15.333333333333334,2110.672536517911,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,1,0.8516480071652486
31796.5,21.0,1514.1183266103208,200-299,Pneumonia,Government,Urban,Non-Teaching,No,No,0,0.043333333333333335
6826.0,7.0,975.1414640836227,200-299,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.01
18475.333333333332,12.0,1539.609828102921,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.01582400358262427
46827.333333333336,41.333333333333336,1132.9190807453836,300-499,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.016666666666666666
23936.333333333332,27.0,886.530535852888,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
50359.333333333336,40.0,1258.9830185875787,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.4476213001205758
9195.333333333334,8.0,1149.4152298976294,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.44272218725718954
43418.0,32.0,1356.8120759962262,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.5922787804827291
21073.5,13.0,1621.037214586758,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.029157336915957604
46270.0,30.0,1542.3328192223937,200-299,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.0
49428.0,28.0,1765.285083826756,300-499,Pneumonia,Nonprofit,Urban,Teaching,No,No,1,0.9033333333333333
23054.5,13.0,1773.4217127525287,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,1,0.7966666666666666
52035.666666666664,30.0,1734.5216440483407,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.04416194407445957
73969.0,72.66666666666667,1017.9218782676313,300-499,Pneumonia,Government,Urban,Teaching,Yes,No,0,0.0
105955.5,80.5,1316.2172277991021,500+,Pneumonia,Government,Urban,Teaching,No,No,0,0.0
99493.0,29.0,3430.791920416579,100-149,Pneumonia,Nonprofit,Urban,Teaching,Yes,Yes,1,0.9966666666666667
50463.666666666664,50.666666666666664,995.9932244750214,300-499,Pneumonia,Government,Urban,Teaching,No,No,0,0.0033333333333333335
40780.666666666664,37.333333333333336,1092.3389931234838,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.06666666666666667
67262.0,33.0,2038.2418065933919,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,Yes,No,1,0.9566666666666667
92182.33333333333,80.0,1152.2790226317886,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
64397.333333333336,35.0,1839.9232838314426,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,Yes,1,0.94
77745.33333333333,38.0,2045.9292861589595,300-499,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.9333333333333333
27449.0,19.0,1444.683450166605,100-149,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.6155006558034395
29936.333333333332,31.0,965.6878605307977,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.5573023167547668
14621.0,9.0,1624.553750495833,1-49,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.02
6284.0,3.6666666666666665,1713.8135077813424,1-49,Pneumonia,Government,Rural,Non-Teaching,Yes,Yes,0,0.0
9094.0,6.0,1515.6641405597659,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.21425711632186334
28163.666666666668,19.0,1482.2974654574743,50-99,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.04
13366.0,9.0,1485.1094609894878,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,0,0.14275710330747474
25567.333333333332,10.0,2556.7307766025565,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,Yes,Yes,1,0.49453060907918805
57461.0,26.0,2210.0376115239956,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,Yes,Yes,1,0.98
511.0,1.0,510.99489005109945,1-49,Pneumonia,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0
41278.666666666664,30.666666666666668,1346.0430393337915,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.006666666666666667
14553.0,6.0,2425.495957506738,50-99,Pneumonia,Nonprofit,Rural,Non-Teaching,No,Yes,1,0.9433333333333334
50028.333333333336,16.0,3126.768879102784,200-299,Pneumonia,Government,Urban,Non-Teaching,Yes,Yes,1,0.98
51527.5,19.0,2711.972256856707,150-199,Pneumonia,Government,Urban,Non-Teaching,Yes,Yes,1,0.9033333333333333
24487.0,18.0,1360.3881331177038,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.02666666666666667
6034.5,8.0,754.3115571105536,100-149,Pneumonia,Nonprofit,Rural,Non-Teaching,No,No,0,0.01
12749.5,15.0,849.9661000226,50-99,Pneumonia,Government,Rural,Non-Teaching,Yes,Yes,0,0.023333333333333334
92289.0,35.666666666666664,2587.5413305958887,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,1,0.8138220910555755
27767.5,26.0,1067.9803584690928,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
23505.0,30.0,783.4997388334205,200-299,Pneumonia,Investor Owned,Urban,Teaching,No,Yes,0,0.0
5063.0,8.0,632.8742089072389,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.44272218725718954
12153.0,11.0,1104.8171774389295,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,No,Yes,0,0.03333333333333333
100965.66666666667,80.5,1254.2317282527874,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
11960.0,12.0,996.6658361118033,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.03193659850089322
11887.333333333334,11.0,1080.6656842433174,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.03193659850089322
25199.5,23.0,1095.6299584217572,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.01
11411.0,10.0,1141.098858901141,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.03666666666666667
34495.5,44.5,775.1796010832356,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0022111784779511646
42020.0,50.666666666666664,829.3419415772483,300-499,Pneumonia,Government,Urban,Teaching,Yes,No,0,0.0
19240.0,12.0,1603.3319972233357,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.03666666666666667
27262.5,31.0,879.4352001821935,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.016184373531547697
14340.0,20.0,716.9996415001792,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.01249067024929094
53749.666666666664,36.0,1493.045881561329,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.1685844138595267
4135.333333333333,8.0,516.916020521641,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.11607643596290049
24221.0,24.0,1009.2079128300363,200-299,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.02
17550.0,17.5,1002.8565697962458,200-299,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.10666666666666667
109291.5,72.0,1517.9372891753765,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.02666666666666667
26386.333333333332,14.0,1884.7367489975602,50-99,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9666666666666667
69937.5,69.0,1013.5868096251,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
112998.5,62.0,1822.5561576522325,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,1,0.5233333333333333
3495.0,3.0,1164.996116679611,1-49,Pneumonia,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0
2546.6666666666665,2.0,1273.3269666984997,1-49,Pneumonia,Government,Frontier,Non-Teaching,Yes,Yes,0,0.0
44698.666666666664,30.0,1489.9550589038693,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,No,Yes,0,0.016666666666666666
54417.5,28.0,1943.4814487566255,300-499,Pneumonia,Investor Owned,Urban,Non-Teaching,No,Yes,1,0.9633333333333334
39938.5,29.0,1377.189180279593,300-499,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.03333333333333333
45627.5,12.0,3802.2884980929184,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,Yes,1,0.9829955116696589
7767.0,7.0,1109.5698434716523,1-49,Pneumonia,Government,Rural,Non-Teaching,Yes,Yes,0,0.0
45660.666666666664,41.0,1113.6745251200343,150-199,Pneumonia,Investor Owned,Urban,Non-Teaching,No,Yes,0,0.013333333333333334
37046.333333333336,28.0,1323.0828608037402,50-99,Pneumonia,Government,Urban,Non-Teaching,No,Yes,0,0.11
15067.333333333334,12.0,1255.6100647693906,50-99,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,No,0,0.02
54291.666666666664,41.0,1324.1866688975604,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.006666666666666667
47474.5,26.0,1825.9416054070748,50-99,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.8533333333333334
90694.33333333333,53.0,1711.213513607513,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,Yes,0,0.02666666666666667
35054.666666666664,21.0,1669.2690463798192,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.009157336915957605
47299.5,58.5,808.5383233267823,100-149,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.03
95381.5,59.0,1616.6353192143526,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.10951770686488103
63503.666666666664,70.0,907.1951084959368,500+,Pneumonia,Government,Urban,Teaching,No,No,0,0.0
84523.33333333333,51.333333333333336,1646.5581208003657,500+,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.013333333333333334
106119.0,53.0,2002.2449052368102,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,1,0.6892778680926207
21385.333333333332,18.0,1188.0734140332884,50-99,Pneumonia,Government,Rural,Non-Teaching,Yes,No,0,0.03
11297.666666666666,7.0,1613.9500753094162,1-49,Pneumonia,Government,Rural,Non-Teaching,Yes,Yes,0,0.0
33224.0,15.0,2214.9318567120954,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,1,0.48413867741453953
22289.0,12.0,1857.4151188207343,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,Yes,1,0.9829955116696589
112998.5,80.5,1403.7079001605093,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,Yes,No,0,0.0033333333333333335
40403.0,40.0,1010.074747481313,300-499,Pneumonia,Nonprofit,Urban,Teaching,No,No,0,0.043022788643958344
8291.666666666666,6.0,1381.9421412075424,1-49,Pneumonia,Government,Rural,Non-Teaching,Yes,Yes,0,0.0
75626.66666666667,52.0,1454.35869467461,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.006666666666666667
53317.333333333336,18.0,2962.0724284782805,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9866666666666667
62192.333333333336,43.0,1446.3329969768224,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.006666666666666667
30790.0,16.0,1924.3737972663766,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,Yes,1,0.9633333333333334
22806.333333333332,15.333333333333334,1487.3685951943944,150-199,Pneumonia,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.01
35471.0,20.333333333333332,1744.4745518977616,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,Yes,1,0.9666666666666667
57942.0,47.0,1232.8082483386704,300-499,Pneumonia,Government,Urban,Teaching,Yes,No,0,0.0
25407.666666666668,16.0,1587.9781741803079,1-49,Pneumonia,Investor Owned,Rural,Non-Teaching,Yes,Yes,0,0.0
23200.666666666668,15.0,1546.710079971058,50-99,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.15666666666666668
79146.5,63.0,1256.2934513819919,500+,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
86469.0,80.5,1074.148934888331,500+,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.006666666666666667
112241.5,80.5,1394.3041746205993,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0
96961.66666666667,77.33333333333333,1253.8144930412295,300-499,Pneumonia,Nonprofit,Urban,Teaching,No,No,0,0.0
17293.0,20.0,864.6495676752162,200-299,Pneumonia,Investor Owned,Urban,Non-Teaching,Yes,Yes,0,0.02
37200.666666666664,47.0,791.5033776943167,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0022111784779511646
39953.666666666664,40.0,998.8414169563123,300-499,Pneumonia,Government,Urban,Non-Teaching,No,No,0,0.030811610166007183
60332.5,80.5,749.4719565873346,300-499,Pneumonia,Government,Urban,Teaching,No,No,0,0.0
63761.0,48.0,1328.3538899262728,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0022111784779511646
26922.5,8.0,3365.3082933646333,200-299,Pneumonia,Government,Urban,Non-Teaching,No,No,1,0.8966666666666666
44178.666666666664,38.0,1162.5961852817054,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.03198808459934465
77978.0,72.0,1083.027627357274,200-299,Pneumonia,Government,Urban,Non-Teaching,No,Yes,0,0.0033333333333333335
31841.333333333332,28.666666666666668,1110.7437985777447,200-299,Pneumonia,Nonprofit,Urban,Teaching,No,No,0,0.09
10480.666666666666,12.0,873.3881610654213,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.3616480071652486
43609.0,59.0,739.135467943141,300-499,Pneumonia,Government,Urban,Teaching,No,No,0,0.0
20186.666666666668,19.0,1062.4555811637292,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.02666666666666667
11045.666666666666,12.0,920.4714551626762,200-299,Pneumonia,Nonprofit,Urban,Teaching,No,No,0,0.03333333333333333
26493.666666666668,35.0,756.9616884871366,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.01
17995.0,16.0,1124.686797070752,100-149,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.2761843735315477
49033.666666666664,28.0,1751.2017555231826,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9833333333333333
41087.333333333336,25.333333333333332,1621.8677808416658,150-199,Pneumonia,Government,Urban,Non-Teaching,Yes,Yes,0,0.08
29388.666666666668,14.0,2099.1889767697785,50-99,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9666666666666667
25987.0,11.0,2362.4523977705476,50-99,Pneumonia,Investor Owned,Urban,Non-Teaching,No,Yes,1,0.9866666666666667
103851.33333333333,46.666666666666664,2225.385237417449,50-99,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,1,0.9666666666666667
25632.666666666668,18.0,1424.0362459057894,50-99,Pneumonia,Nonprofit,Rural,Non-Teaching,No,Yes,0,0.05
20801.333333333332,22.0,945.5147217357325,50-99,Pneumonia,Nonprofit,Rural,Non-Teaching,No,Yes,0,0.04666666666666667
19784.666666666668,11.0,1798.6044255111285,150-199,Pneumonia,Investor Owned,Rural,Non-Teaching,No,Yes,1,0.86
27192.666666666668,23.0,1182.2893410336198,100-149,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.005824003582624272
33189.666666666664,15.0,2212.6429693491314,150-199,Pneumonia,Government,Urban,Non-Teaching,No,No,1,0.9
39927.666666666664,19.0,2101.4550343219116,100-149,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,1,0.6155006558034395
13136.0,22.0,597.0906376860738,300-499,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.07333333333333333
1620.0,7.0,231.42824081679885,100-149,Pneumonia,Investor Owned,Rural,Non-Teaching,No,No,0,0.025597144072752046
41904.5,26.0,1611.7109185727236,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0033333333333333335
14532.0,17.0,854.8230265746903,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.0991573369159576
32738.0,24.0,1364.0827649655146,150-199,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.09666666666666666
22042.666666666668,22.0,1001.9389385126037,1-49,Pneumonia,Nonprofit,Urban,Non-Teaching,No,Yes,0,0.04
18819.5,10.0,1881.948118051882,50-99,Pneumonia,Government,Rural,Non-Teaching,No,Yes,1,0.9666666666666667
48621.0,41.0,1185.8777595420097,200-299,Pneumonia,Nonprofit,Urban,Non-Teaching,Yes,Yes,0,0.006666666666666667
35892.0,40.5,886.2220034019743,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.09513809243171972
9330.0,8.0,1166.2485421893223,1-49,Pneumonia,Nonprofit,Rural,Non-Teaching,No,Yes,0,0.06417500639775835
52909.5,40.0,1322.7371693157077,300-499,Pneumonia,Nonprofit,Urban,Non-Teaching,No,No,0,0.4476213001205758
47574.333333333336,35.0,1359.266278304873,300-499,Pneumonia,Investor Owned,Urban,Non-Teaching,No,No,0,0.14
